id,url,time,is_retweet,is_quoted,is_reply,reply_to,text,hashtag,mention,is_video,video_thumb,video_url,media_count,media,media1,media2,media3,media4,link_quoted,username_quoted,media_quoted,media_quoted1,media_quoted2,media_quoted3,media_quoted4,hashtag_quoted,mention_quoted,links_quoted,text_quoted,reply_count,rt_count,love_count
477113603523231744,https://twitter.com/Cindvia_JKT48/status/477113603523231744,10:42 PM - 12 Jun 2014,false,false,false,,"yeaay!! first anniversary team k3... 1! 2! 3! 4! yoroshikuu~ hehehe :3 foto aku udah sama kan? :p we love youuu♡♡",,,false,,,1,"https://pbs.twimg.com/media/Bp8MS10CIAEle8Y.jpg","https://pbs.twimg.com/media/Bp8MS10CIAEle8Y.jpg",,,,,,,,,,,,,,,187,718,418
477040208857141248,https://twitter.com/Cindvia_JKT48/status/477040208857141248,5:50 PM - 12 Jun 2014,false,false,false,,"ngobrol yuk? ",,,false,,,,,,,,,,,,,,,,,,,,86,177,83
477039410450411520,https://twitter.com/Cindvia_JKT48/status/477039410450411520,5:47 PM - 12 Jun 2014,false,false,true,"Viny_JKT48","@Viny_JKT48   @Ayen_JKT48  mama juga dong :3 hehehe :p kan mamaku banyak (?)",,"Viny_JKT48,Ayen_JKT48",false,,,,,,,,,,,,,,,,,,,,59,105,58
477034755959963648,https://twitter.com/Cindvia_JKT48/status/477034755959963648,5:28 PM - 12 Jun 2014,false,false,true,"Ayen_JKT48","@Ayen_JKT48  uuuu diunyel-unyel..... papanya mana ma? :(",,"Ayen_JKT48",false,,,,,,,,,,,,,,,,,,,,78,102,69
477033221557727234,https://twitter.com/Cindvia_JKT48/status/477033221557727234,5:22 PM - 12 Jun 2014,false,false,true,"Ayen_JKT48","@Ayen_JKT48  mama mama! mama mama! ^3^ mama! mama!",,"Ayen_JKT48",false,,,,,,,,,,,,,,,,,,,,34,94,52
477033059053629442,https://twitter.com/Cindvia_JKT48/status/477033059053629442,5:21 PM - 12 Jun 2014,false,false,true,"C_MichelleJKT48","@C_MichelleJKT48  maumaumau? :3:3:3 hehehe",,"C_MichelleJKT48",false,,,,,,,,,,,,,,,,,,,,27,59,33
477027994708365312,https://twitter.com/Cindvia_JKT48/status/477027994708365312,5:01 PM - 12 Jun 2014,false,false,false,,"hmmm, barusan aku minum susu tobeli lagi ^.^ yeaaaaayyyyy~ :3 senangnya hatikuuu (?)  😁 😁",,,false,,,,,,,,,,,,,,,,,,,,186,265,110
477023862085795840,https://twitter.com/Cindvia_JKT48/status/477023862085795840,4:45 PM - 12 Jun 2014,false,false,true,"SinkaJ_JKT48","@SinkaJ_JKT48  kan ade peri kecilnya kaka ndut >____<",,"SinkaJ_JKT48",false,,,,,,,,,,,,,,,,,,,,33,110,63
477018249444335618,https://twitter.com/Cindvia_JKT48/status/477018249444335618,4:23 PM - 12 Jun 2014,false,false,false,,"ciluk baa! udah mam belum nih? :3 mamamam 😝 😝  ohya, ini foto pas ulangtahun ka omi~ baby dino or baby elephant? >.<",,,false,,,1,"https://pbs.twimg.com/media/Bp61kgJCMAE8rSj.jpg","https://pbs.twimg.com/media/Bp61kgJCMAE8rSj.jpg",,,,,,,,,,,,,,,424,872,517
477006591636426752,https://twitter.com/Cindvia_JKT48/status/477006591636426752,3:36 PM - 12 Jun 2014,false,false,true,"officialJKT48","@officialJKT48   @Yupiers  ini Yupiiiiii hahahaha >____<",,"officialJKT48,Yupiers",false,,,,,,,,,,,,,,,,,,,,101,146,73
477006368776278016,https://twitter.com/Cindvia_JKT48/status/477006368776278016,3:35 PM - 12 Jun 2014,false,false,true,"Ayen_JKT48","@Ayen_JKT48   @C_MileniaJKT48  ahahhahaa... lagipula aku gak mam orang kok ^_^ hehehe",,"Ayen_JKT48,C_MileniaJKT48",false,,,,,,,,,,,,,,,,,,,,43,95,56
476855113638633472,https://twitter.com/Cindvia_JKT48/status/476855113638633472,5:34 AM - 12 Jun 2014,false,false,false,,"1!2!3!4! yoroshiku 5!6!7!8! cintaiku... ketuklah pintu hati ini ketuklah dengan lembut... hahah >.< pagipagipagi~",,,false,,,,,,,,,,,,,,,,,,,,267,569,158
476784511607263232,https://twitter.com/Cindvia_JKT48/status/476784511607263232,12:54 AM - 12 Jun 2014,false,false,false,,"oh ya.... team k3 anniversary sebentar lagi.... mohon bantuannya semuaa!! 1! 2! 3! 4! yoroshikuuu ^_^ hehehe",,,false,,,,,,,,,,,,,,,,,,,,84,298,103
476784248670547969,https://twitter.com/Cindvia_JKT48/status/476784248670547969,12:53 AM - 12 Jun 2014,false,false,false,,"hai semua? maaf telat nge tweet ahahha~ thanks for today!! seneng tadi ketemu rena dan chikarina-san >_< yeaaayy",,,false,,,,,,,,,,,,,,,,,,,,57,231,99
476542915221544960,https://twitter.com/Cindvia_JKT48/status/476542915221544960,8:54 AM - 11 Jun 2014,false,false,false,,"pagiiii! sampai ketemu di gingham check launching concert >.< pasti seruuu bangeet~ :3",,,false,,,,,,,,,,,,,,,,,,,,166,302,107
476404332997263361,https://twitter.com/Cindvia_JKT48/status/476404332997263361,11:43 PM - 10 Jun 2014,false,false,false,,"semangat terus!! smilessmile~ keep on loving what is true and the world will come to you... ♡ for you! >___<",,,false,,,1,"https://pbs.twimg.com/media/BpyHN3SCcAIZ9-r.jpg","https://pbs.twimg.com/media/BpyHN3SCcAIZ9-r.jpg",,,,,,,,,,,,,,,209,616,417
476400462971686913,https://twitter.com/Cindvia_JKT48/status/476400462971686913,11:28 PM - 10 Jun 2014,false,false,false,,"turut berduka cita atas berpulangnya teman kita ke rumah Tuhan... semoga tenang disisi-Nya... dan yang ditinggalkan diberi ketabahan... =')",,,false,,,,,,,,,,,,,,,,,,,,171,627,160
